,player,team,team within selected timeframe,position,age,market value,contract expires,matches played,minutes played,goals,xg,assists,xa,duels per 90,"duels won, %",birth country,passport country,foot,height,weight,on loan,successful defensive actions per 90,defensive duels per 90,"defensive duels won, %",aerial duels per 90,"aerial duels won, %",sliding tackles per 90,padj sliding tackles,shots blocked per 90,interceptions per 90,padj interceptions,fouls per 90,yellow cards,yellow cards per 90,red cards,red cards per 90,successful attacking actions per 90,goals per 90,non-penalty goals,non-penalty goals per 90,xg per 90,head goals,head goals per 90,shots,shots per 90,"shots on target, %","goal conversion, %",assists per 90,crosses per 90,"accurate crosses, %",crosses from left flank per 90,"accurate crosses from left flank, %",crosses from right flank per 90,"accurate crosses from right flank, %",crosses to goalie box per 90,dribbles per 90,"successful dribbles, %",offensive duels per 90,"offensive duels won, %",touches in box per 90,progressive runs per 90,accelerations per 90,received passes per 90,received long passes per 90,fouls suffered per 90,passes per 90,"accurate passes, %",forward passes per 90,"accurate forward passes, %",back passes per 90,"accurate back passes, %",lateral passes per 90,"accurate lateral passes, %",short / medium passes per 90,"accurate short / medium passes, %",long passes per 90,"accurate long passes, %","average pass length, m","average long pass length, m",xa per 90,shot assists per 90,second assists per 90,third assists per 90,smart passes per 90,"accurate smart passes, %",key passes per 90,passes to final third per 90,"accurate passes to final third, %",passes to penalty area per 90,"accurate passes to penalty area, %",through passes per 90,"accurate through passes, %",deep completions per 90,deep completed crosses per 90,progressive passes per 90,"accurate progressive passes, %",conceded goals,conceded goals per 90,shots against,shots against per 90,clean sheets,"save rate, %",xg against,xg against per 90,prevented goals,prevented goals per 90,back passes received as gk per 90,exits per 90,aerial duels per 90.1,free kicks per 90,direct free kicks per 90,"direct free kicks on target, %",corners per 90,penalties taken,"penalty conversion, %",duels won per 90,defensive duels won per 90,aerial duels won per 90,accurate crosses per 90,accurate crosses from left flank per 90,accurate crosses from right flank per 90,successful dribbles per 90,offensive duels won per 90,accurate passes per 90,accurate forward passes per 90,accurate back passes per 90,accurate lateral passes per 90,accurate short / medium passes per 90,accurate long passes per 90,accurate smart passes per 90,accurate passes to final third per 90,accurate passes to penalty area per 90,accurate through passes per 90,accurate progressive passes per 90,duels extrp,successful defensive actions extrp,defensive duels extrp,aerial duels extrp,sliding tackles extrp,shots blocked extrp,interceptions extrp,fouls extrp,yellow cards extrp,red cards extrp,successful attacking actions extrp,goals extrp,non-penalty goals extrp,xg extrp,head goals extrp,shots extrp,assists extrp,crosses extrp,crosses from left flank extrp,crosses from right flank extrp,crosses to goalie box extrp,dribbles extrp,offensive duels extrp,touches in box extrp,progressive runs extrp,accelerations extrp,received passes extrp,received long passes extrp,fouls suffered extrp,passes extrp,forward passes extrp,back passes extrp,lateral passes extrp,short / medium passes extrp,long passes extrp,xa extrp,shot assists extrp,second assists extrp,third assists extrp,smart passes extrp,key passes extrp,passes to final third extrp,passes to penalty area extrp,through passes extrp,deep completions extrp,deep completed crosses extrp,progressive passes extrp,conceded goals extrp,shots against extrp,xg against extrp,prevented goals extrp,back passes received as gk extrp,exits extrp,aerial duels.1 extrp,free kicks extrp,direct free kicks extrp,corners extrp,duels won extrp,defensive duels won extrp,aerial duels won extrp,accurate crosses extrp,accurate crosses from left flank extrp,accurate crosses from right flank extrp,successful dribbles extrp,offensive duels won extrp,accurate passes extrp,accurate forward passes extrp,accurate back passes extrp,accurate lateral passes extrp,accurate short / medium passes extrp,accurate long passes extrp,accurate smart passes extrp,accurate passes to final third extrp,accurate passes to penalty area extrp,accurate through passes extrp,accurate progressive passes extrp,position0,position1,position2
68,K. Mitroglou,Aris,Aris,CF,33,1200000,2022-06-30,5,159,2,1.08,0,0.03,11.89,38.1,Greece,Greece,left,188,86,no,1.13,1.7,33.33,1.13,50.0,0.0,0.0,0.0,0.57,0.83,1.7,1,0.57,0,0.0,2.26,1.13,1,0.57,0.61,0,0.0,2,1.13,100.0,100.0,0.0,0.57,100.0,0.57,100.0,0.0,0.0,0.57,0.57,100.0,5.66,30.0,0.57,0.57,0.57,14.72,2.83,1.13,20.94,86.49,2.26,25.0,11.32,95.0,5.09,100.0,20.38,86.11,0.0,0.0,15.77,0.0,0.02,1.13,0.0,0.0,0.0,0.0,0.0,1.13,50.0,0.57,100.0,0.0,0.0,0.0,0.57,0.57,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,100.0,453.009,56.660999999999994,56.49999999999999,56.99999999999999,56.99999999999999,0.0,56.99999999999999,169.8,1811.1006,56.49999999999999,1075.4,509.0,1754.9217999999998,0.0,0.0,56.49999999999999,56.99999999999999,0.0,56.99999999999999,21.005666666666666,1.9963333333333333,3.0033333333333334,1.9963333333333333,0.0,0.0,1.007,3.0033333333333334,1.007,0.0,3.9926666666666666,1.9963333333333333,1.007,1.0776666666666666,0.0,1.9963333333333333,0.0,1.007,1.007,0.0,1.007,1.007,9.999333333333334,1.007,1.007,1.007,26.005333333333333,4.999666666666667,1.9963333333333333,36.994,3.9926666666666666,19.99866666666667,8.992333333333333,36.004666666666665,0.0,0.035333333333333335,1.9963333333333333,0.0,0.0,0.0,0.0,1.9963333333333333,1.007,0.0,0.0,1.007,1.007,,,0.0,,0.0,,,0.0,0.0,0.0,800.3158999999999,100.10109999999999,99.81666666666665,100.69999999999997,100.69999999999997,0.0,100.69999999999997,299.98,3199.61106,99.81666666666665,1899.8733333333334,899.2333333333333,3100.3618466666667,0.0,0.0,99.81666666666665,100.69999999999997,0.0,100.69999999999997,Striker,,
69,Fernando Varela,PAOK,PAOK,"LCB, RCB, CB",33,1200000,2022-06-30,16,1384,1,1.3,1,0.51,10.66,59.76,Portugal,"Portugal, Cape Verde Islands",right,185,87,no,5.59,3.51,68.52,4.55,55.71,0.0,0.0,0.2,3.19,5.21,0.65,1,0.07,0,0.0,0.39,0.07,1,0.07,0.08,0,0.0,9,0.59,44.44,11.111,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.2,66.67,1.04,31.25,0.98,0.46,0.0,41.81,0.46,0.33,56.9,92.8,20.22,83.92,1.82,92.86,29.33,98.67,51.76,95.48,5.07,66.67,20.17,34.13,0.03,0.07,0.0,0.0,0.07,0.0,0.0,5.27,77.78,0.39,0.0,0.2,0.0,0.13,0.0,8.19,80.16,0,,0,,0,0.0,0.0,0.0,,,1.17,,,0.0,0.0,0.0,0.0,0,0.0,637.0416,240.50519999999997,253.4805,0.0,0.0,0.0,13.334000000000001,32.5,5280.32,1696.8624,169.0052,2893.9910999999997,4942.0448,338.0169,0.0,409.9006,0.0,0.0,656.5103999999999,163.92711111111112,85.96177777777777,53.976,69.96888888888888,0.0,3.075555555555556,49.05511111111111,9.995555555555557,1.0764444444444445,0.0,5.997333333333334,1.0764444444444445,1.0764444444444445,1.230222222222222,0.0,9.072888888888889,1.0764444444444445,1.0764444444444445,1.0764444444444445,0.0,0.0,3.075555555555556,15.99288888888889,15.070222222222222,7.073777777777778,0.0,642.944888888889,7.073777777777778,5.074666666666667,874.9955555555555,310.9386666666667,27.987555555555556,451.0302222222222,795.9537777777778,77.96533333333333,0.46133333333333326,1.0764444444444445,0.0,0.0,1.0764444444444445,0.0,81.04088888888889,5.997333333333334,3.075555555555556,1.9991111111111113,0.0,125.94399999999999,,,0.0,,17.992,,,0.0,0.0,0.0,9796.284160000001,3698.4355199999995,3897.9667999999997,0.0,0.0,0.0,205.04728888888891,499.77777777777777,81199.58755555555,26093.97290666667,2598.924408888889,44503.15202666666,75997.66670222221,5197.9487733333335,0.0,6303.360337777777,0.0,0.0,10095.671039999997,Center Back,,
70,G. Bouzoukis,Panathinaikos,Panathinaikos,"RCMF3, LCMF, LW",22,1000000,2022-06-30,9,404,0,0.64,0,0.0,27.62,35.48,Greece,Greece,left,172,67,no,9.13,10.25,47.83,2.9,15.38,0.89,1.3,0.22,3.34,4.89,2.0,2,0.45,0,0.0,1.78,0.0,0,0.0,0.14,0,0.0,3,0.67,33.33,0.0,0.0,0.45,50.0,0.45,50.0,0.0,0.0,0.0,2.23,60.0,9.8,36.36,0.89,0.89,1.56,20.05,2.0,2.0,30.3,79.41,6.46,44.83,5.57,92.0,13.14,91.53,27.18,81.15,2.67,66.67,21.16,27.62,0.0,0.0,0.22,0.0,1.11,0.0,0.45,4.9,50.0,0.89,75.0,1.78,25.0,1.56,0.0,3.56,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.45,0.0,0.0,0.45,0,0.0,979.9576,490.2575,44.602000000000004,22.5,22.5,0.0,133.8,356.32800000000003,2406.123,289.60179999999997,512.44,1202.7042000000001,2205.657,178.0089,0.0,245.00000000000003,66.75,44.5,267.0,123.9831111111111,40.98355555555556,46.01111111111111,13.017777777777777,3.995111111111111,0.9875555555555555,14.992888888888888,8.977777777777778,2.02,0.0,7.990222222222222,0.0,0.0,0.6284444444444445,0.0,3.0075555555555558,0.0,2.02,2.02,0.0,0.0,10.010222222222222,43.99111111111112,3.995111111111111,3.995111111111111,7.002666666666666,90.00222222222223,8.977777777777778,8.977777777777778,136.01333333333335,28.998222222222225,25.003111111111114,58.984,122.008,11.985333333333333,0.0,0.0,0.9875555555555555,0.0,4.982666666666668,2.02,21.99555555555556,3.995111111111111,7.990222222222222,7.002666666666666,0.0,15.980444444444444,,,0.0,,0.0,,,2.02,0.0,2.02,4398.9207822222215,2200.7114444444446,200.21342222222225,101.0,101.0,0.0,600.6133333333333,1599.5168,10800.818800000001,1299.990302222222,2300.2862222222225,5398.805520000001,9900.949200000001,799.0621733333334,0.0,1099.7777777777778,299.6333333333333,199.75555555555556,1198.5333333333333,Central Midfielder,Wing Back,
71,Rafinha,,Olympiacos Piraeus,RB,35,1000000,,14,1207,0,0.3,1,1.02,12.0,53.42,Brazil,"Brazil, Germany",right,172,68,no,8.13,6.04,58.02,1.12,53.33,1.04,1.65,0.15,3.58,5.67,0.75,2,0.15,0,0.0,1.57,0.0,0,0.0,0.02,0,0.0,3,0.22,33.33,0.0,0.07,2.76,37.84,0.07,100.0,2.68,36.11,0.37,1.12,33.33,2.31,48.39,0.97,1.04,0.37,46.38,2.31,0.97,57.79,87.1,15.88,79.81,11.11,92.62,21.7,90.38,50.11,91.96,5.07,66.18,20.01,32.23,0.08,0.67,0.07,0.07,0.37,20.0,0.6,5.67,77.63,2.61,48.57,0.82,18.18,0.52,0.97,8.28,78.38,0,,0,,0,0.0,0.0,0.0,,,1.27,,,0.0,0.0,0.0,0.0,0,0.0,641.04,350.4408,59.729600000000005,104.4384,7.000000000000001,96.7748,37.3296,111.7809,5033.509,1267.3828,1029.0082,1961.2459999999999,4608.1156,335.53260000000006,7.4,440.16209999999995,126.76769999999999,14.907599999999999,648.9863999999999,160.93333333333334,109.03233333333336,81.00311111111111,15.020444444444447,13.947555555555555,2.0116666666666663,48.01177777777778,10.058333333333334,2.0116666666666663,0.0,21.055444444444444,0.0,0.0,0.26822222222222225,0.0,2.950444444444445,0.9387777777777779,37.01466666666666,0.9387777777777779,35.94177777777778,4.962111111111111,15.020444444444447,30.979666666666667,13.008777777777777,13.947555555555555,4.962111111111111,622.0073333333333,30.979666666666667,13.008777777777777,775.0281111111111,212.96844444444443,148.99744444444443,291.0211111111111,672.0307777777778,67.99433333333334,1.072888888888889,8.985444444444445,0.9387777777777779,0.9387777777777779,4.962111111111111,8.046666666666665,76.041,35.003,10.99711111111111,6.973777777777777,13.008777777777777,111.044,,,0.0,,17.032111111111114,,,0.0,0.0,0.0,8597.058666666666,4699.8005066666665,801.0403022222223,1400.6349866666667,93.8777777777778,1297.8575955555557,500.63141333333334,1499.1060700000003,67504.94847777778,16997.01155111111,13800.143304444444,26302.48802222222,61799.95032444444,4499.86498,99.24222222222224,5903.06283,1700.09571,199.92747999999997,8703.628719999999,Full Back,,
72,M. Dräger,Olympiacos Piraeus,Olympiacos Piraeus,RB,24,1000000,2024-06-30,5,344,0,0.02,1,0.46,22.5,46.51,Germany,"Germany, Tunisia",right,178,70,no,11.25,9.68,48.65,2.09,50.0,0.26,0.44,0.52,6.28,10.59,2.88,0,0.0,0,0.0,3.14,0.0,0,0.0,0.0,0,0.0,1,0.26,0.0,0.0,0.26,3.66,28.57,0.0,0.0,3.66,28.57,0.78,3.4,61.54,7.59,44.83,1.83,2.62,1.05,39.51,2.62,1.31,48.14,85.33,10.73,68.29,8.37,100.0,20.67,89.87,40.81,94.23,3.66,42.86,18.14,28.44,0.12,1.05,0.0,0.0,0.0,0.0,1.05,4.71,72.22,2.88,54.55,0.0,0.0,1.05,1.05,7.06,74.07,0,,0,,0,0.0,0.0,0.0,,,1.05,,,0.0,0.0,0.0,0.0,0,0.0,1046.475,470.93199999999996,104.5,104.56620000000001,0.0,104.56620000000001,209.236,340.25969999999995,4107.7862,732.7517000000001,836.9999999999999,1857.6129000000003,3845.5263000000004,156.8676,0.0,340.1562,157.10399999999998,0.0,522.9341999999999,86.0,43.0,36.99911111111111,7.988444444444443,0.9937777777777778,1.9875555555555555,24.003555555555558,11.008,0.0,0.0,12.001777777777779,0.0,0.0,0.0,0.0,0.9937777777777778,0.9937777777777778,13.989333333333333,0.0,13.989333333333333,2.981333333333333,12.995555555555555,29.010666666666665,6.994666666666666,10.014222222222223,4.013333333333334,151.016,10.014222222222223,5.0071111111111115,184.0017777777778,41.01244444444445,31.991999999999997,79.00533333333334,155.9848888888889,13.989333333333333,0.45866666666666667,4.013333333333334,0.0,0.0,0.0,4.013333333333334,18.002666666666666,11.008,0.0,4.013333333333334,4.013333333333334,26.984888888888886,,,0.0,,4.013333333333334,,,0.0,0.0,0.0,3999.8599999999997,1800.0067555555554,399.4222222222222,399.6752533333334,0.0,399.6752533333334,799.7464888888888,1300.5481866666667,15700.871697777777,2800.7398311111115,3199.1999999999994,7100.2093066666675,14698.456080000002,599.5828266666667,0.0,1300.1525866666666,600.4864,0.0,1998.7707199999998,Full Back,,
73,A. Pereira,PAOK,PAOK,"LB, LWB",21,1000000,2024-06-30,9,629,0,0.02,0,0.34,22.03,40.91,Norway,Norway,left,183,73,no,10.87,11.16,46.15,2.72,31.58,0.86,1.5,0.0,4.86,8.5,3.43,2,0.29,0,0.0,1.86,0.0,0,0.0,0.0,0,0.0,1,0.14,100.0,0.0,0.0,2.15,20.0,2.15,20.0,0.0,0.0,0.29,2.15,53.33,4.72,36.36,1.43,1.57,0.72,34.91,4.44,0.43,47.65,84.98,15.17,81.13,7.73,92.59,18.74,88.55,42.64,90.6,3.15,50.0,17.02,19.69,0.05,0.57,0.0,0.0,0.43,33.33,0.43,5.01,80.0,2.86,45.0,0.29,50.0,1.0,0.57,10.02,78.57,0,,0,,0,0.0,0.0,0.0,,,0.72,,,0.0,0.0,0.0,0.0,0,0.0,901.2473,515.034,85.8976,43.0,43.0,0.0,114.6595,171.61919999999998,4049.297,1230.7421,715.7207000000001,1659.427,3863.1839999999997,157.5,14.3319,400.79999999999995,128.7,14.499999999999998,787.2713999999999,153.96522222222222,75.96922222222221,77.99600000000001,19.009777777777778,6.010444444444444,0.0,33.966,23.97188888888889,2.026777777777778,0.0,12.999333333333334,0.0,0.0,0.0,0.0,0.9784444444444444,0.0,15.02611111111111,15.02611111111111,0.0,2.026777777777778,15.02611111111111,32.98755555555555,9.99411111111111,10.972555555555557,5.032,243.9821111111111,31.03066666666667,3.005222222222222,333.0205555555555,106.02144444444444,54.02411111111111,130.97177777777776,298.0062222222222,22.015,0.3494444444444445,3.9836666666666662,0.0,0.0,3.005222222222222,3.005222222222222,35.01433333333333,19.98822222222222,2.026777777777778,6.988888888888889,3.9836666666666662,70.02866666666667,,,0.0,,5.032,,,0.0,0.0,0.0,6298.7172411111105,3599.5153999999998,600.3287822222222,300.52222222222224,300.52222222222224,0.0,801.3425055555555,1199.42752,28300.086811111112,8601.519787777777,5002.092447777778,11597.550922222223,26999.363733333335,1100.75,100.16405666666665,2801.1466666666665,899.4699999999999,101.33888888888887,5502.15234,Full Back,Wing Back,
74,L. Villafáñez,Panathinaikos,Panathinaikos,"LCMF, LWF, AMF",29,1000000,2022-06-30,16,917,1,1.77,1,2.51,28.07,39.86,Argentina,"Argentina, Paraguay",right,170,67,no,12.07,10.4,50.0,3.44,40.0,2.94,4.35,0.0,3.93,5.8,3.34,6,0.59,0,0.0,1.86,0.1,0,0.0,0.17,0,0.0,10,0.98,30.0,10.0,0.1,0.59,33.33,0.2,50.0,0.29,0.0,0.0,2.36,37.5,9.72,32.32,1.18,1.18,0.79,26.99,1.08,2.55,40.83,76.68,13.74,65.71,6.18,87.3,13.05,84.21,35.23,79.11,5.01,64.71,18.38,29.55,0.25,0.98,0.1,0.1,0.98,50.0,0.79,7.26,64.86,2.26,39.13,1.96,30.0,1.28,0.1,7.07,68.06,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.79,0.0,0.0,1.67,1,100.0,1118.8702,520.0,137.6,19.664699999999996,10.0,0.0,88.5,314.15040000000005,3130.8444,902.8553999999999,539.514,1098.9405,2787.0452999999998,324.1971,49.0,470.8836,88.43379999999999,58.8,481.18420000000003,286.0021111111111,122.9798888888889,105.96444444444445,35.04977777777778,29.955333333333332,0.0,40.04233333333333,34.03088888888889,6.011444444444444,0.0,18.951333333333334,1.018888888888889,0.0,1.7321111111111114,0.0,9.985111111111111,1.018888888888889,6.011444444444444,2.037777777777778,2.9547777777777777,0.0,24.045777777777776,99.036,12.022888888888888,12.022888888888888,8.049222222222223,274.9981111111111,11.004,25.981666666666666,416.01233333333334,139.99533333333332,62.96733333333333,132.965,358.9545555555555,51.04633333333334,2.547222222222222,9.985111111111111,1.018888888888889,1.018888888888889,9.985111111111111,8.049222222222223,73.97133333333333,23.026888888888884,19.970222222222223,13.041777777777778,1.018888888888889,72.03544444444445,,,0.0,,0.0,,,8.049222222222223,0.0,17.015444444444444,11400.044148888888,5298.222222222223,1401.991111111111,200.3614433333333,101.88888888888889,0.0,901.7166666666667,3200.843520000001,31899.825719999997,9199.093353333332,5497.0482,11196.98265,28396.89489,3303.2082299999997,499.25555555555553,4797.78068,901.0421622222221,599.1066666666667,4902.73234888889,Central Midfielder,Wing Forward,Attacking Midfielder
75,Y. N'Gbakoto,Panathinaikos,Panathinaikos,"RW, LW, AMF",29,1000000,2022-06-30,6,360,0,1.82,1,0.81,25.75,40.78,France,"France, Congo DR",right,173,69,no,7.0,6.25,60.0,5.75,34.78,0.5,0.65,0.0,2.75,3.59,1.75,2,0.5,0,0.0,2.0,0.0,0,0.0,0.46,0,0.0,5,1.25,40.0,0.0,0.25,1.0,25.0,0.25,0.0,0.5,0.0,0.25,2.0,37.5,9.75,41.03,3.25,1.0,0.0,12.25,1.5,2.0,18.75,69.33,5.75,73.91,5.5,86.36,3.75,46.67,16.25,73.85,1.5,50.0,15.33,24.33,0.2,0.75,0.0,0.0,0.75,66.67,0.25,1.0,25.0,1.25,40.0,0.75,0.0,0.75,0.25,1.5,83.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.75,0.0,0.0,1.0,0,0.0,1050.085,375.0,199.985,25.0,0.0,0.0,75.0,400.0425,1299.9375,424.98249999999996,474.98,175.01250000000002,1200.0625,75.0,50.0025,25.0,50.0,0.0,124.995,103.0,28.0,25.0,23.0,2.0,0.0,11.0,7.0,2.0,0.0,8.0,0.0,0.0,1.8399999999999999,0.0,5.0,1.0,4.0,1.0,2.0,1.0,8.0,39.0,13.0,4.0,0.0,49.0,6.0,8.0,75.0,23.0,22.0,15.0,65.0,6.0,0.8,3.0,0.0,0.0,3.0,1.0,4.0,5.0,3.0,3.0,1.0,6.0,,,0.0,,0.0,,,3.0,0.0,4.0,4200.34,1500.0,799.94,100.0,0.0,0.0,300.0,1600.1700000000003,5199.75,1699.9299999999998,1899.9200000000003,700.0500000000001,4800.25,300.0,200.00999999999996,100.0,200.0,0.0,499.9800000000001,Wing Back,Attacking Midfielder,
76,B. Schenkeveld,Panathinaikos,Panathinaikos,RCB,29,1000000,2023-06-30,22,2035,1,0.69,0,0.0,14.29,63.78,Netherlands,Netherlands,right,184,81,no,8.4,5.71,70.54,5.04,64.04,0.13,0.18,0.57,4.25,5.67,0.93,3,0.13,0,0.0,0.31,0.04,1,0.04,0.03,1,0.04,4,0.18,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,50.0,1.77,42.5,0.22,0.35,0.18,23.35,0.53,0.66,35.07,91.8,12.12,82.48,2.08,97.87,18.27,97.09,32.33,93.84,2.74,67.74,21.01,34.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,83.61,0.13,0.0,0.09,50.0,0.04,0.0,5.0,66.37,0,,0,,0,0.0,0.0,0.0,,,1.46,,,0.0,0.0,0.0,0.0,0,0.0,911.4162,402.78340000000003,322.76160000000004,0.0,0.0,0.0,26.5,75.225,3219.426,999.6576,203.5696,1773.8343,3033.8472,185.6076,0.0,225.747,0.0,4.5,331.85,323.11277777777775,189.93333333333334,129.10944444444445,113.96,2.9394444444444447,12.888333333333332,96.09722222222223,21.028333333333336,2.9394444444444447,0.0,7.009444444444445,0.9044444444444445,0.9044444444444445,0.6783333333333333,0.9044444444444445,4.07,0.0,0.0,0.0,0.0,0.0,11.983888888888888,40.02166666666666,4.974444444444444,7.913888888888889,4.07,527.9694444444444,11.983888888888888,14.923333333333336,792.9716666666666,274.0466666666666,47.031111111111116,413.10499999999996,731.0172222222222,61.95444444444445,0.0,0.0,0.0,0.0,0.0,0.0,61.05,2.9394444444444447,2.035,0.9044444444444445,0.0,113.05555555555556,,,0.0,,33.01222222222222,,,0.0,0.0,0.0,20608.132966666664,9107.38021111111,7297.998400000001,0.0,0.0,0.0,599.1944444444445,1700.9208333333333,72794.799,22603.369066666666,4602.934844444444,40108.36445,68598.65613333334,4196.794066666666,0.0,5104.3905,0.0,101.75,7503.497222222222,Center Back,,
77,S. Svarnas,AEK Athens,AEK Athens,"LCB, RCB, RB",23,1000000,2025-06-30,20,1670,0,1.05,0,0.0,13.9,66.28,Greece,Greece,right,186,78,no,9.75,5.23,75.26,3.99,54.05,0.32,0.53,0.27,5.5,9.05,1.02,3,0.16,0,0.0,0.65,0.0,0,0.0,0.06,0,0.0,5,0.27,20.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.59,72.73,1.29,75.0,0.54,1.13,0.49,35.35,0.38,1.13,50.71,87.46,20.53,77.17,3.13,98.28,23.01,95.55,44.19,92.2,6.36,56.78,21.86,34.21,0.0,0.0,0.0,0.0,0.22,75.0,0.0,5.93,73.64,0.32,16.67,0.22,50.0,0.11,0.0,9.11,73.37,0,,0,,0,0.0,0.0,0.0,,,1.56,,,0.0,0.0,0.0,0.0,0,0.0,921.292,393.60980000000006,215.6595,0.0,0.0,0.0,42.9107,96.75,4435.0966,1584.3001000000002,307.6164,2198.6055,4074.3179999999998,361.12080000000003,16.5,436.6852,5.3344000000000005,11.0,668.4007,257.9222222222222,180.91666666666666,97.04555555555557,74.03666666666666,5.937777777777778,5.010000000000001,102.05555555555556,18.92666666666667,2.968888888888889,0.0,12.061111111111112,0.0,0.0,1.1133333333333333,0.0,5.010000000000001,0.0,2.968888888888889,0.0,2.968888888888889,0.0,10.947777777777777,23.936666666666667,10.020000000000001,20.967777777777776,9.092222222222222,655.9388888888889,7.051111111111111,20.967777777777776,940.9522222222222,380.94555555555553,58.07888888888888,426.96333333333337,819.97,118.01333333333334,0.0,0.0,0.0,0.0,4.082222222222222,0.0,110.03444444444445,5.937777777777778,4.082222222222222,2.041111111111111,0.0,169.0411111111111,,,0.0,,28.94666666666667,,,0.0,0.0,0.0,17095.08488888889,7303.648511111112,4001.681833333333,0.0,0.0,0.0,796.2318777777776,1795.25,82295.68135555556,29397.568522222227,5707.9932,40796.3465,75601.234,6700.797066666667,306.1666666666667,8102.936488888889,98.98275555555556,204.11111111111111,12402.546322222222,Center Back,Full Back,
78,M. Valbuena,Olympiacos Piraeus,Olympiacos Piraeus,"LAMF, RAMF, AMF",36,1000000,2021-06-30,19,1149,1,2.49,5,5.45,22.87,46.58,France,France,right,167,63,no,5.01,4.31,54.55,1.33,23.53,0.16,0.27,0.0,2.51,4.34,1.25,0,0.0,0,0.0,6.81,0.08,0,0.0,0.2,0,0.0,16,1.25,56.25,6.25,0.39,4.86,41.94,2.04,53.85,2.82,33.33,0.7,6.19,62.03,14.33,47.54,2.9,2.19,0.78,42.61,2.43,2.9,56.16,85.08,17.47,85.2,10.1,93.8,16.68,82.16,48.72,90.51,2.58,63.64,16.71,28.89,0.43,2.66,0.16,0.0,0.63,37.5,0.94,6.5,91.57,6.42,54.88,1.1,35.71,2.74,2.04,10.03,89.06,0,,0,,0,0.0,0.0,0.0,,,0.0,,,3.37,0.47,66.67,5.64,2,50.0,1065.2846,235.11049999999997,31.294900000000002,203.82840000000002,109.854,93.99059999999999,383.9657,681.2482,4778.092799999999,1488.444,947.3799999999999,1370.4288,4409.6472,164.1912,23.625,595.2049999999999,352.3296,39.281000000000006,893.2718,291.9736666666667,63.961,55.02433333333333,16.979666666666667,2.042666666666667,0.0,32.044333333333334,15.958333333333334,0.0,0.0,86.941,1.0213333333333334,0.0,2.5533333333333337,0.0,15.958333333333334,4.979,62.04600000000001,26.044,36.001999999999995,8.936666666666666,79.02566666666667,182.94633333333334,37.02333333333333,27.959,9.958,543.9876666666667,31.023000000000003,37.02333333333333,716.976,223.03366666666665,128.94333333333333,212.948,621.992,32.938,5.4896666666666665,33.95933333333333,2.042666666666667,0.0,8.043,12.000666666666666,82.98333333333333,81.962,14.043333333333335,34.98066666666667,26.044,128.04966666666667,,,0.0,,0.0,,,43.02366666666667,6.000333333333333,72.00399999999999,13600.133393333332,3001.577383333333,399.5315566666667,2602.20924,1402.4694,1199.9466599999998,4901.962103333334,8697.268686666666,61000.31807999999,19002.468399999998,12094.884666666665,17495.80768,56296.49592000001,2096.17432,301.6125,7598.783833333333,4498.07456,501.4874333333334,11404.103313333333,Attacking Midfielder,,
